symbol,name,last_price,latest_date,candidate_source,heat_rank,heat_score,heat_reasons
002036.SZ,联创电子,6.88,2026-06-29,base,,,
002037.SZ,保利联合,6.19,2026-06-29,base,,,
002038.SZ,双鹭药业,5.58,2026-06-29,base,,,
002039.SZ,黔源电力,19.17,2026-06-29,base,,,
002040.SZ,南 京 港,7.53,2026-06-29,base,,,
002041.SZ,登海种业,8.06,2026-06-29,base,,,
002042.SZ,华孚时尚,3.34,2026-06-29,base,,,
002043.SZ,兔 宝 宝,11.11,2026-06-29,base,,,
002044.SZ,美年健康,5.12,2026-06-29,base,,,
002045.SZ,国光电器,7.76,2026-06-29,base,,,
002047.SZ,宝鹰股份,4.77,2026-06-29,base,,,
002048.SZ,宁波华翔,21.98,2026-06-29,base,,,
002051.SZ,中工国际,11.99,2026-06-29,base,,,
002052.SZ,同洲电子,7.76,2026-06-29,base,,,
002053.SZ,云南能投,8.94,2026-06-29,base,,,
002054.SZ,德美化工,6.78,2026-06-29,base,,,
002056.SZ,横店东磁,28.83,2026-06-29,base,,,
002057.SZ,中钢天源,11.6,2026-06-29,base,,,
002058.SZ,威尔泰,20.08,2026-06-29,base,,,
002059.SZ,云南旅游,4.18,2026-06-29,base,,,
002060.SZ,广东建工,3.06,2026-06-29,base,,,
002061.SZ,浙江交科,3.35,2026-06-29,base,,,
002062.SZ,宏润建设,7.15,2026-06-29,base,,,
002063.SZ,远光软件,4.99,2026-06-29,base,,,
002064.SZ,华峰化学,10.05,2026-06-29,base,,,
002065.SZ,东华软件,6.94,2026-06-29,base,,,
002066.SZ,瑞泰科技,20.7,2026-06-29,base,,,
002067.SZ,景兴纸业,3.68,2026-06-29,base,,,
002068.SZ,黑猫股份,14.41,2026-06-29,base,,,
002069.SZ,獐子岛,3.01,2026-06-29,base,,,
002072.SZ,凯瑞德,8.33,2026-06-29,base,,,
002073.SZ,软控股份,5.11,2026-06-29,base,,,
002074.SZ,国轩高科,26.99,2026-06-29,base,,,
002075.SZ,沙钢股份,3.42,2026-06-29,base,,,
002076.SZ,星光股份,2.29,2026-06-29,base,,,
002077.SZ,大港股份,18.42,2026-06-29,base,,,
002078.SZ,太阳纸业,12.39,2026-06-29,base,,,
002079.SZ,苏州固锝,14.45,2026-06-29,base,,,
002081.SZ,金 螳 螂,4.46,2026-06-29,base,,,
002083.SZ,孚日股份,10.48,2026-06-29,base,,,
002084.SZ,海鸥住工,3.43,2026-06-29,base,,,
002085.SZ,万丰奥威,10.92,2026-06-29,base,,,
002088.SZ,鲁阳节能,8.19,2026-06-29,base,,,
002090.SZ,金智科技,8.75,2026-06-29,base,,,
002091.SZ,江苏国泰,7.1,2026-06-29,base,,,
002092.SZ,中泰化学,3.85,2026-06-29,base,,,
002093.SZ,国脉科技,6.22,2026-06-29,base,,,
002094.SZ,青岛金王,4.36,2026-06-29,base,,,
002095.SZ,生 意 宝,12.92,2026-06-29,base,,,
002096.SZ,易普力,8.96,2026-06-29,base,,,
002097.SZ,山河智能,7.17,2026-06-29,base,,,
002098.SZ,浔兴股份,6.47,2026-06-29,base,,,
002099.SZ,海翔药业,5.32,2026-06-29,base,,,
002100.SZ,天康生物,6.23,2026-06-29,base,,,
002101.SZ,广东鸿图,9.5,2026-06-29,base,,,
002103.SZ,广博股份,5.87,2026-06-29,base,,,
002104.SZ,恒宝股份,10.13,2026-06-29,base,,,
002105.SZ,信隆健康,5.04,2026-06-29,base,,,
002106.SZ,莱宝高科,15.93,2026-06-29,base,,,
002107.SZ,沃华医药,5.82,2026-06-29,base,,,
002108.SZ,沧州明珠,4.14,2026-06-29,base,,,
002110.SZ,三钢闽光,2.9,2026-06-29,base,,,
002111.SZ,威海广泰,8.81,2026-06-29,base,,,
002112.SZ,三变科技,16.22,2026-06-29,base,,,
002114.SZ,罗平锌电,7.36,2026-06-29,base,,,
002115.SZ,三维通信,10.0,2026-06-29,base,,,
002116.SZ,中国海诚,6.84,2026-06-29,base,,,
002117.SZ,东港股份,7.74,2026-06-29,base,,,
002119.SZ,康强电子,36.29,2026-06-29,base,,,
002120.SZ,韵达股份,6.28,2026-06-29,base,,,
002121.SZ,科陆电子,5.32,2026-06-29,base,,,
002123.SZ,梦网科技,7.16,2026-06-29,base,,,
002124.SZ,天邦食品,2.16,2026-06-29,base,,,
002125.SZ,湘潭电化,13.4,2026-06-29,base,,,
002127.SZ,南极电商,2.64,2026-06-29,base,,,
002128.SZ,电投能源,24.08,2026-06-29,base,,,
002129.SZ,TCL中环,11.73,2026-06-29,base,,,
002130.SZ,沃尔核材,17.54,2026-06-29,base,,,
002131.SZ,利欧股份,4.65,2026-06-29,base,,,
002132.SZ,恒星科技,5.28,2026-06-29,base,,,
002133.SZ,广宇集团,2.45,2026-06-29,base,,,
002134.SZ,天津普林,28.4,2026-06-29,base,,,
002135.SZ,东南网架,6.73,2026-06-29,base,,,
002136.SZ,安 纳 达,12.93,2026-06-29,base,,,
002137.SZ,实益达,11.3,2026-06-29,base,,,
002139.SZ,拓邦股份,9.13,2026-06-29,base,,,
002140.SZ,东华科技,9.25,2026-06-29,base,,,
002141.SZ,贤丰控股,5.18,2026-06-29,base,,,
002142.SZ,宁波银行,30.76,2026-06-29,base,,,
002144.SZ,宏达高科,9.98,2026-06-29,base,,,
002145.SZ,钛能化学,4.56,2026-06-29,base,,,
002148.SZ,北纬科技,5.77,2026-06-29,base,,,
002150.SZ,正泰电源,25.35,2026-06-29,base,,,
002151.SZ,北斗星通,30.63,2026-06-29,base,,,
002152.SZ,广电运通,9.27,2026-06-29,base,,,
002153.SZ,石基信息,7.1,2026-06-29,base,,,
002154.SZ,报 喜 鸟,3.65,2026-06-29,base,,,
002155.SZ,湖南黄金,24.35,2026-06-29,base,,,
002157.SZ,正邦科技,2.87,2026-06-29,base,,,
002158.SZ,汉钟精机,35.0,2026-06-29,base,,,
002159.SZ,三特索道,12.68,2026-06-29,base,,,
002160.SZ,常铝股份,3.7,2026-06-29,base,,,
002161.SZ,远 望 谷,5.32,2026-06-29,base,,,
002162.SZ,悦心健康,3.42,2026-06-29,base,,,
002163.SZ,海南发展,8.33,2026-06-29,base,,,
002164.SZ,宁波东力,11.44,2026-06-29,base,,,
002165.SZ,红 宝 丽,6.54,2026-06-29,base,,,
002166.SZ,莱茵生物,6.43,2026-06-29,base,,,
002167.SZ,东方锆业,20.06,2026-06-29,base,,,
002169.SZ,智光电气,14.36,2026-06-29,base,,,
002170.SZ,芭田股份,11.09,2026-06-29,base,,,
002171.SZ,楚江新材,13.13,2026-06-29,base,,,
002172.SZ,澳洋健康,2.88,2026-06-29,base,,,
002173.SZ,创新医疗,17.08,2026-06-29,base,,,
002174.SZ,游族网络,12.15,2026-06-29,base,,,
002176.SZ,江特电机,9.69,2026-06-29,base,,,
002177.SZ,御银股份,5.55,2026-06-29,base,,,
002178.SZ,延华智能,4.42,2026-06-29,base,,,
002180.SZ,奔图科技,16.01,2026-06-29,base,,,
002181.SZ,粤 传 媒,9.82,2026-06-29,base,,,
002182.SZ,宝武镁业,14.15,2026-06-29,base,,,
002183.SZ,怡 亚 通,5.24,2026-06-29,base,,,
002184.SZ,海得控制,9.01,2026-06-29,base,,,
002185.SZ,华天科技,21.92,2026-06-29,base,,,
002186.SZ,全 聚 德,8.4,2026-06-29,base,,,
002187.SZ,广百股份,4.7,2026-06-29,base,,,
002188.SZ,中天服务,4.92,2026-06-29,base,,,
002189.SZ,中光学,21.29,2026-06-29,base,,,
002190.SZ,成飞集成,23.04,2026-06-29,base,,,
002191.SZ,劲嘉股份,3.89,2026-06-29,base,,,
002194.SZ,武汉凡谷,9.59,2026-06-29,base,,,
002195.SZ,岩山科技,6.43,2026-06-29,base,,,
002196.SZ,方正电机,11.84,2026-06-29,base,,,
002197.SZ,证通电子,5.65,2026-06-29,base,,,
002200.SZ,交投生态,5.79,2026-06-29,base,,,
002201.SZ,九鼎新材,10.79,2026-06-29,base,,,
002202.SZ,金风科技,21.73,2026-06-29,base,,,
002203.SZ,海亮股份,21.73,2026-06-29,base,,,
002204.SZ,大连重工,5.27,2026-06-29,base,,,
002205.SZ,国统股份,10.2,2026-06-29,base,,,
002206.SZ,海 利 得,5.32,2026-06-29,base,,,
002208.SZ,合肥城建,18.38,2026-06-29,base,,,
002209.SZ,达 意 隆,10.49,2026-06-29,base,,,
002210.SZ,飞马国际,2.09,2026-06-29,base,,,
002212.SZ,天融信,5.58,2026-06-29,base,,,
002213.SZ,大为股份,34.46,2026-06-29,base,,,
002215.SZ,诺 普 信,8.42,2026-06-29,base,,,
002216.SZ,三全食品,11.64,2026-06-29,base,,,
002218.SZ,拓日新能,3.78,2026-06-29,base,,,
002221.SZ,东华能源,5.23,2026-06-29,base,,,
002223.SZ,鱼跃医疗,26.2,2026-06-29,base,,,
002224.SZ,三 力 士,3.27,2026-06-29,base,,,
002225.SZ,濮耐股份,4.44,2026-06-29,base,,,
002226.SZ,江南化工,4.4,2026-06-29,base,,,
002228.SZ,合兴包装,3.02,2026-06-29,base,,,
002229.SZ,鸿博股份,10.09,2026-06-29,base,,,
002230.SZ,科大讯飞,39.46,2026-06-29,base,,,
002232.SZ,启明信息,13.45,2026-06-29,base,,,
002233.SZ,塔牌集团,7.07,2026-06-29,base,,,
002234.SZ,民和股份,6.58,2026-06-29,base,,,
002235.SZ,安妮股份,7.79,2026-06-29,base,,,
002236.SZ,大华股份,16.0,2026-06-29,base,,,
002237.SZ,恒邦股份,14.51,2026-06-29,base,,,
002238.SZ,天威视讯,5.45,2026-06-29,base,,,
002239.SZ,奥特佳,2.45,2026-06-29,base,,,
002241.SZ,歌尔股份,21.43,2026-06-29,base,,,
002242.SZ,九阳股份,7.99,2026-06-29,base,,,
002243.SZ,力合科创,6.54,2026-06-29,base,,,
002244.SZ,滨江集团,7.5,2026-06-29,base,,,
002245.SZ,蔚蓝锂芯,18.46,2026-06-29,base,,,
002246.SZ,北化股份,17.62,2026-06-29,base,,,
002247.SZ,聚力文化,2.13,2026-06-29,base,,,
002248.SZ,华东数控,8.67,2026-06-29,base,,,
002249.SZ,大洋电机,7.38,2026-06-29,base,,,
002250.SZ,联化科技,13.96,2026-06-29,base,,,
002251.SZ,步步高,3.42,2026-06-29,base,,,
002252.SZ,上海莱士,4.43,2026-06-29,base,,,
002253.SZ,川大智胜,10.01,2026-06-29,base,,,
002254.SZ,泰和新材,17.97,2026-06-29,base,,,
002255.SZ,海陆重工,9.7,2026-06-29,base+heat,20.0,8.51392502773248,"top_ret1_not_overheated,limit_up,top_ret3,industry_relative_strength,volume_active"
002256.SZ,兆新股份,3.61,2026-06-29,base,,,
002258.SZ,利尔化学,12.69,2026-06-29,base,,,
002259.SZ,升达林业,3.8,2026-06-29,base,,,
002261.SZ,拓维信息,26.86,2026-06-29,base,,,
002262.SZ,恩华药业,19.35,2026-06-29,base,,,
002263.SZ,大东南,3.27,2026-06-29,base,,,
002264.SZ,新 华 都,5.66,2026-06-29,base,,,
002265.SZ,建设工业,17.11,2026-06-29,base,,,
002266.SZ,浙富控股,4.9,2026-06-29,base,,,
002267.SZ,陕天然气,6.66,2026-06-29,base,,,
002268.SZ,电科网安,12.3,2026-06-29,base,,,
002270.SZ,华明装备,18.91,2026-06-29,base,,,
002271.SZ,东方雨虹,12.07,2026-06-29,base,,,
002272.SZ,川润股份,23.62,2026-06-29,base,,,
002273.SZ,水晶光电,32.25,2026-06-29,base,,,
002274.SZ,华昌化工,4.74,2026-06-29,base,,,
002275.SZ,桂林三金,12.54,2026-06-29,base,,,
002276.SZ,万马股份,9.99,2026-06-29,base,,,
002277.SZ,友阿股份,6.23,2026-06-29,base+heat,4.0,10.79841733164979,"strong_industry,top_ret1_not_overheated,limit_up,top_ret3,industry_relative_strength,volume_active"
002278.SZ,神开股份,7.63,2026-06-29,base,,,
002279.SZ,久其软件,5.67,2026-06-29,base,,,
002282.SZ,博深股份,5.72,2026-06-29,base,,,
002283.SZ,天润工业,9.37,2026-06-29,base,,,
002284.SZ,亚太股份,9.33,2026-06-29,base,,,
002285.SZ,世联行,2.07,2026-06-29,base,,,
002286.SZ,保龄宝,8.53,2026-06-29,base,,,
002287.SZ,奇正藏药,19.36,2026-06-29,base,,,
002291.SZ,遥望科技,4.8,2026-06-29,base,,,
002292.SZ,奥飞娱乐,6.52,2026-06-29,base,,,
002293.SZ,罗莱生活,9.98,2026-06-29,base,,,
002294.SZ,信立泰,32.9,2026-06-29,base+heat,8.0,9.40933600519377,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength,volume_active"
002295.SZ,精艺股份,8.56,2026-06-29,base,,,
002296.SZ,辉煌科技,8.61,2026-06-29,base,,,
002297.SZ,博云新材,28.77,2026-06-29,base,,,
002298.SZ,中电鑫龙,7.43,2026-06-29,base,,,
002299.SZ,圣农发展,15.38,2026-06-29,base,,,
002300.SZ,太阳电缆,6.71,2026-06-29,base,,,
002301.SZ,齐心集团,7.08,2026-06-29,base,,,
002302.SZ,西部建设,4.37,2026-06-29,base,,,
002303.SZ,美盈森,4.26,2026-06-29,base,,,
002307.SZ,北新路桥,2.89,2026-06-29,base,,,
002309.SZ,中利集团,2.74,2026-06-29,base,,,
002310.SZ,东方新能,2.17,2026-06-29,base,,,
002312.SZ,川发龙蟒,9.45,2026-06-29,base,,,
002313.SZ,日海智能,7.22,2026-06-29,base,,,
002314.SZ,南山控股,2.01,2026-06-29,base,,,
002315.SZ,焦点科技,22.88,2026-06-29,base,,,
002316.SZ,亚联发展,4.03,2026-06-29,base,,,
002317.SZ,众生药业,24.85,2026-06-29,base+heat,5.0,9.927777976576918,"strong_industry,top_ret1_not_overheated,limit_up,top_ret3,industry_relative_strength"
002318.SZ,久立特材,23.44,2026-06-29,base,,,
002319.SZ,乐通股份,9.56,2026-06-29,base,,,
002320.SZ,海峡股份,6.35,2026-06-29,base,,,
002322.SZ,理工能科,9.75,2026-06-29,base,,,
002324.SZ,普利特,11.68,2026-06-29,base,,,
002326.SZ,永太科技,23.91,2026-06-29,base,,,
002327.SZ,富安娜,6.12,2026-06-29,base,,,
002328.SZ,新朋股份,7.22,2026-06-29,base,,,
002329.SZ,皇氏集团,2.69,2026-06-29,base,,,
002330.SZ,得利斯,3.56,2026-06-29,base,,,
002331.SZ,皖通科技,7.39,2026-06-29,base,,,
002332.SZ,仙琚制药,8.13,2026-06-29,base,,,
002333.SZ,罗普斯金,4.6,2026-06-29,base,,,
002334.SZ,英威腾,7.02,2026-06-29,base,,,
002337.SZ,赛象科技,4.39,2026-06-29,base,,,
002339.SZ,积成电子,6.9,2026-06-29,base,,,
002340.SZ,格林美,6.58,2026-06-29,base,,,
002342.SZ,巨力索具,10.62,2026-06-29,base,,,
002343.SZ,慈文传媒,4.38,2026-06-29,base,,,
002344.SZ,海宁皮城,3.56,2026-06-29,base,,,
002345.SZ,潮宏基,9.27,2026-06-29,base,,,
002346.SZ,柘中股份,20.78,2026-06-29,base,,,
002347.SZ,泰尔股份,5.75,2026-06-29,base,,,
002348.SZ,高乐股份,10.12,2026-06-29,base,,,
002349.SZ,精华制药,6.4,2026-06-29,base,,,
002350.SZ,北京科锐,13.32,2026-06-29,base,,,
002351.SZ,漫步者,9.07,2026-06-29,base,,,
002352.SZ,顺丰控股,31.33,2026-06-29,base,,,
002354.SZ,天娱数科,9.11,2026-06-29,base,,,
002355.SZ,兴民智通,4.25,2026-06-29,base,,,
002356.SZ,赫美集团,2.78,2026-06-29,base,,,
002357.SZ,富临运业,8.91,2026-06-29,base,,,
002358.SZ,森源电气,5.52,2026-06-29,base,,,
002361.SZ,神剑股份,14.49,2026-06-29,base+heat,30.0,8.32259494220909,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength"
002362.SZ,汉王科技,15.11,2026-06-29,base,,,
002363.SZ,隆基机械,5.98,2026-06-29,base,,,
002365.SZ,永安药业,10.54,2026-06-29,base,,,
002366.SZ,融发核电,5.97,2026-06-29,base+heat,18.0,8.68326594042501,"top_ret1_not_overheated,limit_up,top_ret3,industry_relative_strength,volume_active"
002367.SZ,康力电梯,6.51,2026-06-29,base,,,
002368.SZ,太极股份,13.87,2026-06-29,base,,,
002369.SZ,卓翼科技,5.35,2026-06-29,base,,,
002370.SZ,亚太药业,5.37,2026-06-29,base,,,
002372.SZ,伟星新材,8.26,2026-06-29,base,,,
002373.SZ,千方科技,7.1,2026-06-29,base,,,
002374.SZ,中锐股份,3.25,2026-06-29,base,,,
002375.SZ,亚厦股份,3.41,2026-06-29,base,,,
002376.SZ,新北洋,5.62,2026-06-29,base,,,
002377.SZ,国创高新,2.52,2026-06-29,base,,,
002378.SZ,章源钨业,34.0,2026-06-29,base,,,
002379.SZ,宏桥控股,15.45,2026-06-29,base,,,
002380.SZ,科远智慧,32.53,2026-06-29,base,,,
002381.SZ,双箭股份,5.2,2026-06-29,base,,,
002382.SZ,蓝帆医疗,5.26,2026-06-29,base,,,
002383.SZ,合众思壮,6.62,2026-06-29,base,,,
002385.SZ,大北农,2.76,2026-06-29,base,,,
002386.SZ,天原股份,6.1,2026-06-29,base,,,
002387.SZ,维信诺,8.66,2026-06-29,base,,,
002388.SZ,新亚制程,5.13,2026-06-29,base,,,
002389.SZ,航天彩虹,17.01,2026-06-29,base,,,
002390.SZ,信邦制药,2.69,2026-06-29,base,,,
002391.SZ,长青股份,4.95,2026-06-29,base,,,
002392.SZ,北京利尔,7.62,2026-06-29,base,,,
002393.SZ,力生制药,14.47,2026-06-29,base,,,
002394.SZ,联发股份,8.7,2026-06-29,base,,,
002395.SZ,双象股份,11.75,2026-06-29,base,,,
002396.SZ,星网锐捷,17.43,2026-06-29,base,,,
002397.SZ,梦洁股份,3.96,2026-06-29,base,,,
002398.SZ,垒知集团,3.76,2026-06-29,base,,,
002399.SZ,海普瑞,9.19,2026-06-29,base,,,
002400.SZ,省广集团,6.19,2026-06-29,base,,,
002401.SZ,中远海科,11.64,2026-06-29,base,,,
002402.SZ,和而泰,23.48,2026-06-29,base+heat,16.0,8.904852800597078,"strong_industry,top_ret1_not_overheated,failed_limit_or_fade,industry_relative_strength,volume_active"
002403.SZ,爱仕达,8.53,2026-06-29,base,,,
002404.SZ,嘉欣丝绸,5.72,2026-06-29,base,,,
002405.SZ,四维图新,6.4,2026-06-29,base,,,
002406.SZ,远东传动,6.46,2026-06-29,base,,,
002408.SZ,齐翔腾达,4.64,2026-06-29,base,,,
002410.SZ,广联达,8.12,2026-06-29,base,,,
002412.SZ,汉森制药,5.7,2026-06-29,base,,,
002413.SZ,雷科防务,9.24,2026-06-29,base,,,
002414.SZ,高德红外,12.88,2026-06-29,base,,,
002415.SZ,海康威视,32.99,2026-06-29,base,,,
002416.SZ,爱施德,8.92,2026-06-29,base,,,
002418.SZ,康盛股份,3.87,2026-06-29,base,,,
002419.SZ,天虹股份,4.29,2026-06-29,base,,,
002420.SZ,毅昌科技,5.41,2026-06-29,base,,,
002421.SZ,达实智能,3.43,2026-06-29,base,,,
002422.SZ,科伦药业,39.16,2026-06-29,base+heat,6.0,9.923167483731131,"strong_industry,top_ret1_not_overheated,limit_up,top_ret3,industry_relative_strength"
002423.SZ,中粮资本,8.32,2026-06-29,base,,,
002425.SZ,凯撒文化,2.64,2026-06-29,base,,,
002426.SZ,胜利精密,3.84,2026-06-29,base,,,
002427.SZ,尤夫股份,5.27,2026-06-29,base,,,
002429.SZ,兆驰股份,10.22,2026-06-29,base,,,
002430.SZ,杭氧股份,30.4,2026-06-29,base,,,
002434.SZ,万里扬,5.95,2026-06-29,base,,,
002437.SZ,誉衡药业,2.67,2026-06-29,base+heat,26.0,8.409971935241463,"strong_industry,top_ret1_not_overheated,limit_up,industry_relative_strength"
002438.SZ,江苏神通,14.45,2026-06-29,base,,,
002439.SZ,启明星辰,12.39,2026-06-29,base,,,
002440.SZ,闰土股份,10.56,2026-06-29,base,,,
002441.SZ,众业达,7.78,2026-06-29,base,,,
002442.SZ,龙星科技,5.03,2026-06-29,base,,,
002443.SZ,金洲管道,9.39,2026-06-29,base,,,
002444.SZ,巨星科技,31.18,2026-06-29,base,,,
002445.SZ,中南文化,2.83,2026-06-29,base,,,
002446.SZ,盛路通信,9.76,2026-06-29,base,,,
002448.SZ,中原内配,12.09,2026-06-29,base,,,
002449.SZ,国星光电,7.35,2026-06-29,base,,,
002451.SZ,摩恩电气,7.07,2026-06-29,base,,,
002452.SZ,长高电气,12.32,2026-06-29,base,,,
002453.SZ,华软科技,4.43,2026-06-29,base,,,
002454.SZ,松芝股份,4.8,2026-06-29,base,,,
002455.SZ,百川股份,7.1,2026-06-29,base,,,
002456.SZ,欧菲光,8.93,2026-06-29,base,,,
002457.SZ,青龙管业,12.45,2026-06-29,base,,,
002458.SZ,益生股份,7.77,2026-06-29,base,,,
002459.SZ,晶澳科技,7.88,2026-06-29,base,,,
002461.SZ,珠江啤酒,7.77,2026-06-29,base,,,
002462.SZ,嘉事堂,11.0,2026-06-29,base,,,
002465.SZ,海格通信,12.08,2026-06-29,base,,,
002467.SZ,二六三,4.56,2026-06-29,base,,,
002468.SZ,申通快递,14.0,2026-06-29,base,,,
002469.SZ,三维化学,5.64,2026-06-29,base,,,
002470.SZ,金正大,2.13,2026-06-29,base,,,
002471.SZ,中超控股,5.92,2026-06-29,base,,,
002472.SZ,双环传动,37.74,2026-06-29,base,,,
002474.SZ,榕基软件,5.68,2026-06-29,base,,,
002476.SZ,新叶股份,4.7,2026-06-29,base,,,
002478.SZ,常宝股份,6.24,2026-06-29,base,,,
002479.SZ,富春环保,4.28,2026-06-29,base,,,
002480.SZ,新筑股份,5.17,2026-06-29,base,,,
002481.SZ,双塔食品,3.8,2026-06-29,base,,,
002483.SZ,润邦股份,4.89,2026-06-29,base,,,
002486.SZ,嘉麟杰,2.17,2026-06-29,base,,,
002488.SZ,金固股份,8.64,2026-06-29,base,,,
002489.SZ,浙江永强,2.78,2026-06-29,base,,,
002490.SZ,山东墨龙,6.46,2026-06-29,base,,,
002491.SZ,通鼎互联,33.2,2026-06-29,base,,,
002492.SZ,恒基达鑫,5.42,2026-06-29,base,,,
002493.SZ,荣盛石化,11.29,2026-06-29,base,,,
002494.SZ,华斯股份,4.49,2026-06-29,base,,,
002495.SZ,佳隆股份,2.08,2026-06-29,base,,,
002497.SZ,雅化集团,19.54,2026-06-29,base,,,
002498.SZ,汉缆股份,6.79,2026-06-29,base,,,
002500.SZ,山西证券,5.14,2026-06-29,base,,,
002506.SZ,协鑫集成,3.05,2026-06-29,base,,,
002507.SZ,涪陵榨菜,11.01,2026-06-29,base,,,
002508.SZ,老板电器,14.95,2026-06-29,base,,,
002510.SZ,天汽模,5.28,2026-06-29,base,,,
002511.SZ,中顺洁柔,6.73,2026-06-29,base,,,
002513.SZ,蓝丰生化,4.79,2026-06-29,base,,,
002515.SZ,金字火腿,10.04,2026-06-29,base,,,
002516.SZ,旷达科技,5.45,2026-06-29,base,,,
002517.SZ,恺英网络,16.17,2026-06-29,base,,,
002519.SZ,银河电子,5.7,2026-06-29,base,,,
002520.SZ,日发精机,6.72,2026-06-29,base,,,
002521.SZ,齐峰新材,7.07,2026-06-29,base,,,
002522.SZ,浙江众成,8.31,2026-06-29,base,,,
002523.SZ,天桥起重,2.97,2026-06-29,base,,,
002524.SZ,光正眼科,3.36,2026-06-29,base,,,
002526.SZ,山东矿机,2.53,2026-06-29,base,,,
002527.SZ,新时达,12.39,2026-06-29,base,,,
002529.SZ,海源复材,6.96,2026-06-29,base,,,
002530.SZ,金财互联,6.75,2026-06-29,base,,,
002531.SZ,天顺风能,8.41,2026-06-29,base,,,
002532.SZ,天山铝业,11.16,2026-06-29,base,,,
002533.SZ,金杯电工,10.58,2026-06-29,base,,,
002534.SZ,西子洁能,18.22,2026-06-29,base,,,
002535.SZ,林州重机,2.21,2026-06-29,base,,,
002537.SZ,海联金汇,5.33,2026-06-29,base,,,
002539.SZ,云图控股,11.82,2026-06-29,base,,,
002540.SZ,亚太科技,4.71,2026-06-29,base,,,
002541.SZ,鸿路钢构,18.1,2026-06-29,base,,,
002543.SZ,万和电气,6.27,2026-06-29,base,,,
002544.SZ,普天科技,17.68,2026-06-29,base,,,
002545.SZ,东方铁塔,16.75,2026-06-29,base,,,
002546.SZ,新联电子,7.46,2026-06-29,base,,,
002548.SZ,金新农,3.62,2026-06-29,base,,,
002549.SZ,凯美特气,20.89,2026-06-29,base,,,
002550.SZ,千红制药,6.38,2026-06-29,base,,,
002551.SZ,尚荣医疗,2.73,2026-06-29,base,,,
002553.SZ,南方精工,15.45,2026-06-29,base,,,
002554.SZ,惠博普,3.08,2026-06-29,base,,,
002555.SZ,三七互娱,18.9,2026-06-29,base,,,
002556.SZ,辉隆股份,4.57,2026-06-29,base,,,
002557.SZ,洽洽食品,18.33,2026-06-29,base,,,
002558.SZ,巨人网络,27.23,2026-06-29,base,,,
002559.SZ,亚威股份,13.0,2026-06-29,base+heat,21.0,8.476246172406565,"volume_breakout,failed_limit_or_fade,top_ret3,industry_relative_strength,volume_active"
002560.SZ,通达股份,7.47,2026-06-29,base,,,
002561.SZ,徐家汇,6.26,2026-06-29,base,,,
002562.SZ,兄弟科技,4.4,2026-06-29,base,,,
002563.SZ,森马服饰,5.13,2026-06-29,base,,,
002564.SZ,天沃科技,4.3,2026-06-29,base,,,
002565.SZ,顺灏股份,12.34,2026-06-29,base,,,
002566.SZ,益盛药业,6.2,2026-06-29,base,,,
002567.SZ,唐人神,3.35,2026-06-29,base,,,
002568.SZ,百润股份,17.3,2026-06-29,base+heat,17.0,8.807006476875967,"strong_industry,limit_up,top_ret3,industry_relative_strength,volume_active"
002570.SZ,贝因美,4.06,2026-06-29,base,,,
002571.SZ,德力股份,10.63,2026-06-29,base,,,
002572.SZ,索菲亚,7.51,2026-06-29,base,,,
002573.SZ,清新环境,2.97,2026-06-29,base,,,
002574.SZ,明牌珠宝,4.25,2026-06-29,base,,,
002575.SZ,群兴玩具,5.64,2026-06-29,base,,,
002576.SZ,通达动力,13.99,2026-06-29,base,,,
002577.SZ,雷柏科技,17.56,2026-06-29,base,,,
002578.SZ,闽发铝业,3.16,2026-06-29,base,,,
002579.SZ,中京电子,20.5,2026-06-29,base,,,
002580.SZ,圣阳股份,20.71,2026-06-29,base,,,
002582.SZ,好想你,8.69,2026-06-29,base,,,
002583.SZ,海能达,7.68,2026-06-29,base,,,
002584.SZ,西陇科学,9.35,2026-06-29,base,,,
002585.SZ,双星新材,12.38,2026-06-29,base,,,
002587.SZ,奥拓电子,7.1,2026-06-29,base,,,
002588.SZ,史丹利,8.24,2026-06-29,base,,,
002589.SZ,瑞康医药,2.52,2026-06-29,base,,,
002590.SZ,万安科技,9.8,2026-06-29,base,,,
002591.SZ,恒大高新,6.14,2026-06-29,base,,,
002593.SZ,日上集团,3.98,2026-06-29,base,,,
002596.SZ,海南瑞泽,2.88,2026-06-29,base,,,
002597.SZ,金禾实业,20.45,2026-06-29,base,,,
002599.SZ,盛通股份,5.01,2026-06-29,base,,,
002600.SZ,领益智造,15.76,2026-06-29,base,,,
002601.SZ,龙佰集团,16.65,2026-06-29,base,,,
002602.SZ,世纪华通,13.87,2026-06-29,base,,,
002603.SZ,以岭药业,15.54,2026-06-29,base,,,
002605.SZ,姚记科技,18.44,2026-06-29,base,,,
002606.SZ,大连电瓷,13.38,2026-06-29,base,,,
002608.SZ,江苏国信,6.95,2026-06-29,base,,,
002609.SZ,捷顺科技,7.41,2026-06-29,base,,,
002611.SZ,东方精工,17.2,2026-06-29,base,,,
002612.SZ,朗姿股份,11.53,2026-06-29,base,,,
002613.SZ,北玻股份,3.74,2026-06-29,base,,,
002614.SZ,奥佳华,4.47,2026-06-29,base,,,
002615.SZ,哈尔斯,6.27,2026-06-29,base,,,
002616.SZ,长青集团,4.4,2026-06-29,base,,,
